myids
1314194784664289280
1314190497355882496
1314198923943305216
1314182745921187840
1311796296836100096
1314129667931111424
1311918303930126336
1311794271398359040
1313860402715987968
1313400924921114625
1314010365211152388
1313999760894951425
1314002318413660161
1313990681984225280
1313965285171486720
1313947708474834944
1313975589326389248
1313971557560008705
1313975316117958656
1313950981743280128
1313974514972274689
1311061899346423809
1313864420720807939
1313858741691985927
1313874224121999360
1313871694352855042
1313862057993924609
1313840238419116043
1313654530425446402
1311038081877803015
1313117675904806914
1310905105437335553
1310687729324261378
1310837547380224005
1313774079850283010
1313746978757632000
1313745345663307776
1313702869493841920
1313703119499325441
1313709969762594817
1313678952557359109
1313682993785925632
1313323709709471745
1313316760960086016
1313578671022780418
1311415106538856448
1312452830448427008
1312099193700249600
1311404005650767873
1310871867868303360
1313580790291333127
1313614317825126400
1313625883303768065
1313628177277870081
1313633647723831296
1313635842385227778
1313635018317737987
1313606625194913793
1313198451312726029
1313571227475218432
1313567240671952901
1313341282899632128
1313344090042503170
1313397543464820737
1313466965189627905
1313197380532043778
1313531552979189760
1314209350429282306
1314209349468712962
1314209348189483011
1314194043375624193
1314148277969879040
1314133050746376192
1314117827985657856
1314117827150966784
1314102591513669632
1314102590599311360
1314026387875999751
1314011090909630466
1314011089747808256
1313995843079409665
1313995842643283968
1313995841682763776
1313980592720162816
1313980591709270016
1313980076342611971
1313980075893837824
1313980074467692544
1313910305727053830
1313879666088906752
1313879665589841921
1313879665044488199
1313879663719182336
1313864374558261248
1313850383291355137
1313849099133870081
1313847675704532993
1313843375188180992
1313824926764236800
1313824621133733888
1313821465796644870
1313821464877989890
1313820924408467456
1313808199938646017
1313792960186720256
1313792959314374662
1313777739825123329
1313747286061649922
1313747285151547392
1313732060234817536
1313716824190660608
1313716823091818501
1313686350458220544
1313686349027913730
1313673281719939073
1313667572986982409
1313656614138851330
1313656399302406145
1313656398815916034
1313656398434230272
1313656397968572417
1313656397352120320
1313639765305102339
1313639764822765568
1313639764252389377
1313639763782578176
1313639763333853185
1313639289612361728
1313638836640112641
1313636069255110656
1313634188621426698
1313617411753627648
1313577674292572166
1313576885935276034
1313576883947266050
1313576880507965443
1313552995288780800
1313551807201804289
1313551806711070722
1313551806023323653
1313551805469478912
1313543039747608581
1313543039315517440
1312438774517788673
1313894995326308354
